membersPerDimension,AmountOfDimensions,AmountOfMeasures,maxFreeDimensions,maxMembers2Dice,amountViews,maxAmountViews
10,13,1,4,13,106680627383158,106993205379072
10,13,1,5,1,206917,106993205379072
10,13,1,5,2,8194117,106993205379072
10,13,1,5,3,190662117,106993205379072
10,13,1,5,4,2921962117,106993205379072
10,13,1,5,5,31107262117,106993205379072
10,13,1,5,6,237027262117,106993205379072
10,13,1,5,7,1318107262117,106993205379072
10,13,1,5,8,5436507262117,106993205379072
10,13,1,5,9,16876507262117,106993205379072
10,13,1,5,10,39756507262117,106993205379072
10,13,1,5,11,70956507262117,106993205379072
10,13,1,5,12,96956507262117,106993205379072
10,13,1,5,13,106956507262117,106993205379072
10,13,1,6,1,327569,106993205379072
10,13,1,6,2,11918369,106993205379072
10,13,1,6,3,254446369,106993205379072
10,13,1,6,4,3586346369,106993205379072
10,13,1,6,5,35375246369,106993205379072
10,13,1,6,6,253307246369,106993205379072
10,13,1,6,7,1351547246369,106993205379072
10,13,1,6,8,5469947246369,106993205379072
10,13,1,6,9,16909947246369,106993205379072
10,13,1,6,10,39789947246369,106993205379072
10,13,1,6,11,70989947246369,106993205379072
10,13,1,6,12,96989947246369,106993205379072
10,13,1,6,13,106989947246369,106993205379072
10,13,1,7,1,431061,106993205379072
10,13,1,7,2,14595861,106993205379072
10,13,1,7,3,291443861,106993205379072
10,13,1,7,4,3880743861,106993205379072
10,13,1,7,5,36699243861,106993205379072
10,13,1,7,6,256347243861,106993205379072
10,13,1,7,7,1354587243861,106993205379072
10,13,1,7,8,5472987243861,106993205379072
10,13,1,7,9,16912987243861,106993205379072
10,13,1,7,10,39792987243861,106993205379072
10,13,1,7,11,70992987243861,106993205379072
10,13,1,7,12,96992987243861,106993205379072
10,13,1,7,13,106992987243861,106993205379072
10,13,1,8,1,495810,106993205379072
10,13,1,8,2,15947610,106993205379072
10,13,1,8,3,305665610,106993205379072
10,13,1,8,4,3959315610,106993205379072
10,13,1,8,5,36906515610,106993205379072
10,13,1,8,6,256554515610,106993205379072
10,13,1,8,7,1354794515610,106993205379072
10,13,1,8,8,5473194515610,106993205379072
10,13,1,8,9,16913194515610,106993205379072
10,13,1,8,10,39793194515610,106993205379072
10,13,1,8,11,70993194515610,106993205379072
10,13,1,8,12,96993194515610,106993205379072
10,13,1,8,13,106993194515610,106993205379072
10,13,1,9,1,524631,106993205379072
10,13,1,9,2,16405431,106993205379072
10,13,1,9,3,308983431,106993205379072
10,13,1,9,4,3969783431,106993205379072
10,13,1,9,5,36916983431,106993205379072
10,13,1,9,6,256564983431,106993205379072
10,13,1,9,7,1354804983431,106993205379072
10,13,1,9,8,5473204983431,106993205379072
10,13,1,9,9,16913204983431,106993205379072
10,13,1,9,10,39793204983431,106993205379072
10,13,1,9,11,70993204983431,106993205379072
10,13,1,9,12,96993204983431,106993205379072
10,13,1,9,13,106993204983431,106993205379072
10,13,1,10,1,533299,106993205379072
10,13,1,10,2,16499899,106993205379072
10,13,1,10,3,309363899,106993205379072
10,13,1,10,4,3970163899,106993205379072
10,13,1,10,5,36917363899,106993205379072
10,13,1,10,6,256565363899,106993205379072
10,13,1,10,7,1354805363899,106993205379072
10,13,1,10,8,5473205363899,106993205379072
10,13,1,10,9,16913205363899,106993205379072
10,13,1,10,10,39793205363899,106993205379072
10,13,1,10,11,70993205363899,106993205379072
10,13,1,10,12,96993205363899,106993205379072
10,13,1,10,13,106993205363899,106993205379072
10,13,1,11,1,534883,106993205379072
10,13,1,11,2,16509283,106993205379072
10,13,1,11,3,309373283,106993205379072
10,13,1,11,4,3970173283,106993205379072
10,13,1,11,5,36917373283,106993205379072
10,13,1,11,6,256565373283,106993205379072
10,13,1,11,7,1354805373283,106993205379072
10,13,1,11,8,5473205373283,106993205379072
10,13,1,11,9,16913205373283,106993205379072
10,13,1,11,10,39793205373283,106993205379072
10,13,1,11,11,70993205373283,106993205379072
10,13,1,11,12,96993205373283,106993205379072
10,13,1,11,13,106993205373283,106993205379072
10,13,1,12,1,535017,106993205379072
10,13,1,12,2,16509417,106993205379072
10,13,1,12,3,309373417,106993205379072
10,13,1,12,4,3970173417,106993205379072
10,13,1,12,5,36917373417,106993205379072
10,13,1,12,6,256565373417,106993205379072
10,13,1,12,7,1354805373417,106993205379072
10,13,1,12,8,5473205373417,106993205379072
10,13,1,12,9,16913205373417,106993205379072
10,13,1,12,10,39793205373417,106993205379072
10,13,1,12,11,70993205373417,106993205379072
10,13,1,12,12,96993205373417,106993205379072
10,13,1,12,13,106993205373417,106993205379072
10,13,1,13,1,535018,106993205379072
10,13,1,13,2,16509418,106993205379072
10,13,1,13,3,309373418,106993205379072
10,13,1,13,4,3970173418,106993205379072
10,13,1,13,5,36917373418,106993205379072
10,13,1,13,6,256565373418,106993205379072
10,13,1,13,7,1354805373418,106993205379072
10,13,1,13,8,5473205373418,106993205379072
10,13,1,13,9,16913205373418,106993205379072
10,13,1,13,10,39793205373418,106993205379072
10,13,1,13,11,70993205373418,106993205379072
10,13,1,13,12,96993205373418,106993205379072
10,13,1,13,13,106993205373418,106993205379072
10,14,1,1,1,701,1283918464548864
10,14,1,1,2,119001,1283918464548864
10,14,1,1,3,4487001,1283918464548864
10,14,1,1,4,114597001,1283918464548864
10,14,1,1,5,2116597001,1283918464548864
10,14,1,1,6,29143597001,1283918464548864
10,14,1,1,7,303703597001,1283918464548864
10,14,1,1,8,2405803597001,1283918464548864
10,14,1,1,9,14417803597001,1283918464548864
10,14,1,1,10,64467803597001,1283918464548864
10,14,1,1,11,210067803597001,1283918464548864
10,14,1,1,12,483067803597001,1283918464548864
10,14,1,1,13,763067803597001,1283918464548864
10,14,1,1,14,863067803597001,1283918464548864
10,14,1,2,1,4062,1283918464548864
10,14,1,2,2,722962,1283918464548864
10,14,1,2,3,25110962,1283918464548864
10,14,1,2,4,585670962,1283918464548864
10,14,1,2,5,9794870962,1283918464548864
10,14,1,2,6,120905870962,1283918464548864
10,14,1,2,7,1116185870962,1283918464548864
10,14,1,2,8,7722785870962,1283918464548864
10,14,1,2,9,39754785870962,1283918464548864
10,14,1,2,10,149864785870962,1283918464548864
10,14,1,2,11,404664785870962,1283918464548864
10,14,1,2,12,768664785870962,1283918464548864
10,14,1,2,13,1048664785870962,1283918464548864
10,14,1,2,14,1148664785870962,1283918464548864
10,14,1,3,1,16387,1283918464548864
10,14,1,3,2,2737287,1283918464548864
10,14,1,3,3,87185287,1283918464548864
10,14,1,3,4,1848945287,1283918464548864
10,14,1,3,5,27874945287,1283918464548864
10,14,1,3,6,307153945287,1283918464548864
10,14,1,3,7,2503633945287,1283918464548864
10,14,1,3,8,15116233945287,1283918464548864
10,14,1,3,9,67168233945287,1283918464548864
10,14,1,3,10,217318233945287,1283918464548864
10,14,1,3,11,508518233945287,1283918464548864
10,14,1,3,12,872518233945287,1283918464548864
10,14,1,3,13,1152518233945287,1283918464548864
10,14,1,3,14,1252518233945287,1283918464548864
10,14,1,4,1,47341,1283918464548864
10,14,1,4,2,7272741,1283918464548864
10,14,1,4,3,211840741,1283918464548864
10,14,1,4,4,4075700741,1283918464548864
10,14,1,4,5,55326900741,1283918464548864
10,14,1,4,6,544815900741,1283918464548864
10,14,1,4,7,3942495900741,1283918464548864
10,14,1,4,8,21059595900741,1283918464548864
10,14,1,4,9,83121595900741,1283918464548864
10,14,1,4,10,243281595900741,1283918464548864
10,14,1,4,11,534481595900741,1283918464548864
10,14,1,4,12,898481595900741,1283918464548864
10,14,1,4,13,1178481595900741,1283918464548864
10,14,1,4,14,1278481595900741,1283918464548864
10,14,1,5,1,103230,1283918464548864
10,14,1,5,2,14535830,1283918464548864
10,14,1,5,3,387271830,1283918464548864
10,14,1,5,4,6773651830,1283918464548864
10,14,1,5,5,83250051830,1283918464548864
10,14,1,5,6,740907051830,1283918464548864
10,14,1,5,7,4859307051830,1283918464548864
10,14,1,5,8,23778207051830,1283918464548864
10,14,1,5,9,87842207051830,1283918464548864
10,14,1,5,10,248002207051830,1283918464548864
10,14,1,5,11,539202207051830,1283918464548864
10,14,1,5,12,903202207051830,1283918464548864
10,14,1,5,13,1183202207051830,1283918464548864
10,14,1,5,14,1283202207051830,1283918464548864
10,14,1,6,1,177754,1283918464548864
10,14,1,6,2,23018754,1283918464548864
10,14,1,6,3,563922754,1283918464548864
10,14,1,6,4,9052402754,1283918464548864
10,14,1,6,5,102345602754,1283918464548864
10,14,1,6,6,844086602754,1283918464548864
10,14,1,6,7,5202726602754,1283918464548864
10,14,1,6,8,24421926602754,1283918464548864
10,14,1,6,9,88485926602754,1283918464548864
10,14,1,6,10,248645926602754,1283918464548864
10,14,1,6,11,539845926602754,1283918464548864
10,14,1,6,12,903845926602754,1283918464548864
10,14,1,6,13,1183845926602754,1283918464548864
10,14,1,6,14,1283845926602754,1283918464548864
10,14,1,7,1,252284,1283918464548864
10,14,1,7,2,30300484,1283918464548864
10,14,1,7,3,691324484,1283918464548864
10,14,1,7,4,10381004484,1283918464548864
10,14,1,7,5,110881404484,1283918464548864
10,14,1,7,6,876646404484,1283918464548864
10,14,1,7,7,5269606404484,1283918464548864
10,14,1,7,8,24488806404484,1283918464548864
10,14,1,7,9,88552806404484,1283918464548864
10,14,1,7,10,248712806404484,1283918464548864
10,14,1,7,11,539912806404484,1283918464548864
10,14,1,7,12,903912806404484,1283918464548864
10,14,1,7,13,1183912806404484,1283918464548864
10,14,1,7,14,1283912806404484,1283918464548864
10,14,1,8,1,308188,1283918464548864
10,14,1,8,2,34860888,1283918464548864
10,14,1,8,3,755944888,1283918464548864
10,14,1,8,4,10896074888,1283918464548864
10,14,1,8,5,113198274888,1283918464548864
10,14,1,8,6,881966274888,1283918464548864
10,14,1,8,7,5274926274888,1283918464548864
10,14,1,8,8,24494126274888,1283918464548864
10,14,1,8,9,88558126274888,1283918464548864
10,14,1,8,10,248718126274888,1283918464548864
10,14,1,8,11,539918126274888,1283918464548864
10,14,1,8,12,903918126274888,1283918464548864
10,14,1,8,13,1183918126274888,1283918464548864
10,14,1,8,14,1283918126274888,1283918464548864
10,14,1,9,1,339157,1283918464548864
10,14,1,9,2,36893857,1283918464548864
10,14,1,9,3,777997857,1283918464548864
10,14,1,9,4,11018227857,1283918464548864
10,14,1,9,5,113520627857,1283918464548864
10,14,1,9,6,882288627857,1283918464548864
10,14,1,9,7,5275248627857,1283918464548864
10,14,1,9,8,24494448627857,1283918464548864
10,14,1,9,9,88558448627857,1283918464548864
10,14,1,9,10,248718448627857,1283918464548864
10,14,1,9,11,539918448627857,1283918464548864
10,14,1,9,12,903918448627857,1283918464548864
10,14,1,9,13,1183918448627857,1283918464548864
10,14,1,9,14,1283918448627857,1283918464548864
10,14,1,10,1,351491,1283918464548864
10,14,1,10,2,37506791,1283918464548864
10,14,1,10,3,782614791,1283918464548864
10,14,1,10,4,11032854791,1283918464548864
10,14,1,10,5,113535254791,1283918464548864
10,14,1,10,6,882303254791,1283918464548864
10,14,1,10,7,5275263254791,1283918464548864
10,14,1,10,8,24494463254791,1283918464548864
10,14,1,10,9,88558463254791,1283918464548864
10,14,1,10,10,248718463254791,1283918464548864
10,14,1,10,11,539918463254791,1283918464548864
10,14,1,10,12,903918463254791,1283918464548864
10,14,1,10,13,1183918463254791,1283918464548864
10,14,1,10,14,1283918463254791,1283918464548864
10,14,1,11,1,354856,1283918464548864
10,14,1,11,2,37619356,1283918464548864
10,14,1,11,3,783091356,1283918464548864
10,14,1,11,4,11033331356,1283918464548864
10,14,1,11,5,113535731356,1283918464548864
10,14,1,11,6,882303731356,1283918464548864
10,14,1,11,7,5275263731356,1283918464548864
10,14,1,11,8,24494463731356,1283918464548864
10,14,1,11,9,88558463731356,1283918464548864
10,14,1,11,10,248718463731356,1283918464548864
10,14,1,11,11,539918463731356,1283918464548864
10,14,1,11,12,903918463731356,1283918464548864
10,14,1,11,13,1183918463731356,1283918464548864
10,14,1,11,14,1283918463731356,1283918464548864
10,14,1,12,1,355417,1283918464548864
10,14,1,12,2,37629017,1283918464548864
10,14,1,12,3,783101017,1283918464548864
10,14,1,12,4,11033341017,1283918464548864
10,14,1,12,5,113535741017,1283918464548864
10,14,1,12,6,882303741017,1283918464548864
10,14,1,12,7,5275263741017,1283918464548864
10,14,1,12,8,24494463741017,1283918464548864
10,14,1,12,9,88558463741017,1283918464548864
10,14,1,12,10,248718463741017,1283918464548864
10,14,1,12,11,539918463741017,1283918464548864
10,14,1,12,12,903918463741017,1283918464548864
10,14,1,12,13,1183918463741017,1283918464548864
10,14,1,12,14,1283918463741017,1283918464548864
10,14,1,13,1,355557,1283918464548864
10,14,1,13,2,37629157,1283918464548864
10,14,1,13,3,783101157,1283918464548864
10,14,1,13,4,11033341157,1283918464548864
10,14,1,13,5,113535741157,1283918464548864
10,14,1,13,6,882303741157,1283918464548864
10,14,1,13,7,5275263741157,1283918464548864
10,14,1,13,8,24494463741157,1283918464548864
10,14,1,13,9,88558463741157,1283918464548864
10,14,1,13,10,248718463741157,1283918464548864
10,14,1,13,11,539918463741157,1283918464548864
10,14,1,13,12,903918463741157,1283918464548864
10,14,1,13,13,1183918463741157,1283918464548864
10,14,1,13,14,1283918463741157,1283918464548864
10,14,1,14,1,355558,1283918464548864
10,14,1,14,2,37629158,1283918464548864
10,14,1,14,3,783101158,1283918464548864
10,14,1,14,4,11033341158,1283918464548864
10,14,1,14,5,113535741158,1283918464548864
10,14,1,14,6,882303741158,1283918464548864
10,14,1,14,7,5275263741158,1283918464548864
10,14,1,14,8,24494463741158,1283918464548864
10,14,1,14,9,88558463741158,1283918464548864
10,14,1,14,10,248718463741158,1283918464548864
10,14,1,14,11,539918463741158,1283918464548864
10,14,1,14,12,903918463741158,1283918464548864
10,14,1,14,13,1183918463741158,1283918464548864
10,14,1,14,14,1283918463741158,1283918464548864
10,15,1,1,1,152,15407021574586368
10,15,1,1,2,52652,15407021574586368
10,15,1,1,3,5967652,15407021574586368
10,15,1,1,4,169767652,15407021574586368
10,15,1,1,5,3473067652,15407021574586368
10,15,1,1,6,53523067652,15407021574586368
10,15,1,1,7,632673067652,15407021574586368
10,15,1,1,8,5780673067652,15407021574586368
10,15,1,1,9,40815673067652,15407021574586368
10,15,1,1,10,220995673067652,15407021574586368
10,15,1,1,11,903495673067652,15407021574586368
10,15,1,1,12,2723495673067652,15407021574586368
10,15,1,1,13,5873495673067652,15407021574586368
10,15,1,1,14,8873495673067652,15407021574586368
10,15,1,1,15,9873495673067652,15407021574586368
10,15,1,2,1,298,15407021574586368
10,15,1,2,2,304798,15407021574586368
10,15,1,2,3,36249798,15407021574586368
10,15,1,2,4,950799798,15407021574586368
10,15,1,2,5,17767599798,15407021574586368
10,15,1,2,6,247997599798,15407021574586368
10,15,1,2,7,2628947599798,15407021574586368
10,15,1,2,8,21290447599798,15407021574586368
10,15,1,2,9,131400447599798,15407021574586368
10,15,1,2,10,611880447599798,15407021574586368
10,15,1,2,11,2113380447599798,15407021574586368
10,15,1,2,12,5298380447599798,15407021574586368
10,15,1,2,13,9498380447599798,15407021574586368
10,15,1,2,14,12498380447599798,15407021574586368
10,15,1,2,15,13498380447599798,15407021574586368
10,15,1,3,1,1047,15407021574586368
10,15,1,3,2,1229547,15407021574586368
10,15,1,3,3,137274547,15407021574586368
10,15,1,3,4,3304074547,15407021574586368
10,15,1,3,5,56156874547,15407021574586368
10,15,1,3,6,706806874547,15407021574586368
10,15,1,3,7,6691356874547,15407021574586368
10,15,1,3,8,47875356874547,15407021574586368
10,15,1,3,9,258085356874547,15407021574586368
10,15,1,3,10,1038865356874547,15407021574586368
10,15,1,3,11,3086365356874547,15407021574586368
10,15,1,3,12,6726365356874547,15407021574586368
10,15,1,3,13,10926365356874547,15407021574586368
10,15,1,3,14,13926365356874547,15407021574586368
10,15,1,3,15,14926365356874547,15407021574586368
10,15,1,4,1,3149,15407021574586368
10,15,1,4,2,3552149,15407021574586368
10,15,1,4,3,364822149,15407021574586368
10,15,1,4,4,8036122149,15407021574586368
10,15,1,4,5,123951922149,15407021574586368
10,15,1,4,6,1405231922149,15407021574586368
10,15,1,4,7,11894281922149,15407021574586368
10,15,1,4,8,75600781922149,15407021574586368
10,15,1,4,9,360885781922149,15407021574586368
10,15,1,4,10,1291815781922149,15407021574586368
10,15,1,4,11,3475815781922149,15407021574586368
10,15,1,4,12,7115815781922149,15407021574586368
10,15,1,4,13,11315815781922149,15407021574586368
10,15,1,4,14,14315815781922149,15407021574586368
10,15,1,4,15,15315815781922149,15407021574586368
10,15,1,5,1,7503,15407021574586368
10,15,1,5,2,7746003,15407021574586368
10,15,1,5,3,729376003,15407021574586368
10,15,1,5,4,14706976003,15407021574586368
10,15,1,5,5,206298376003,15407021574586368
10,15,1,5,6,2118208376003,15407021574586368
10,15,1,5,7,16210858376003,15407021574586368
10,15,1,5,8,93430858376003,15407021574586368
10,15,1,5,9,408745858376003,15407021574586368
10,15,1,5,10,1369705858376003,15407021574586368
10,15,1,5,11,3553705858376003,15407021574586368
10,15,1,5,12,7193705858376003,15407021574586368
10,15,1,5,13,11393705858376003,15407021574586368
10,15,1,5,14,14393705858376003,15407021574586368
10,15,1,5,15,15393705858376003,15407021574586368
10,15,1,6,1,14110,15407021574586368
10,15,1,6,2,13338610,15407021574586368
10,15,1,6,3,1155388610,15407021574586368
10,15,1,6,4,21439288610,15407021574586368
10,15,1,6,5,276093688610,15407021574586368
10,15,1,6,6,2608423688610,15407021574586368
10,15,1,6,7,18502873688610,15407021574586368
10,15,1,6,8,100227373688610,15407021574586368
10,15,1,6,9,420547373688610,15407021574586368
10,15,1,6,10,1381507373688610,15407021574586368
10,15,1,6,11,3565507373688610,15407021574586368
10,15,1,6,12,7205507373688610,15407021574586368
10,15,1,6,13,11405507373688610,15407021574586368
10,15,1,6,14,14405507373688610,15407021574586368
10,15,1,6,15,15405507373688610,15407021574586368
10,15,1,7,1,21619,15407021574586368
10,15,1,7,2,18932119,15407021574586368
10,15,1,7,3,1521342119,15407021574586368
10,15,1,7,4,26309742119,15407021574586368
10,15,1,7,5,317000142119,15407021574586368
10,15,1,7,6,2829510142119,15407021574586368
10,15,1,7,7,19238760142119,15407021574586368
10,15,1,7,8,101606760142119,15407021574586368
10,15,1,7,9,421926760142119,15407021574586368
10,15,1,7,10,1382886760142119,15407021574586368
10,15,1,7,11,3566886760142119,15407021574586368
10,15,1,7,12,7206886760142119,15407021574586368
10,15,1,7,13,11406886760142119,15407021574586368
10,15,1,7,14,14406886760142119,15407021574586368
10,15,1,7,15,15406886760142119,15407021574586368
10,15,1,8,1,28228,15407021574586368
10,15,1,8,2,23128228,15407021574586368
10,15,1,8,3,1750763228,15407021574586368
10,15,1,8,4,28791413228,15407021574586368
10,15,1,8,5,332995313228,15407021574586368
10,15,1,8,6,2890550313228,15407021574586368
10,15,1,8,7,19364150313228,15407021574586368
10,15,1,8,8,101732150313228,15407021574586368
10,15,1,8,9,422052150313228,15407021574586368
10,15,1,8,10,1383012150313228,15407021574586368
10,15,1,8,11,3567012150313228,15407021574586368
10,15,1,8,12,7207012150313228,15407021574586368
10,15,1,8,13,11407012150313228,15407021574586368
10,15,1,8,14,14407012150313228,15407021574586368
10,15,1,8,15,15407012150313228,15407021574586368
10,15,1,9,1,32585,15407021574586368
10,15,1,9,2,25453085,15407021574586368
10,15,1,9,3,1853188085,15407021574586368
10,15,1,9,4,29644588085,15407021574586368
10,15,1,9,5,336851488085,15407021574586368
10,15,1,9,6,2899411488085,15407021574586368
10,15,1,9,7,19373011488085,15407021574586368
10,15,1,9,8,101741011488085,15407021574586368
10,15,1,9,9,422061011488085,15407021574586368
10,15,1,9,10,1383021011488085,15407021574586368
10,15,1,9,11,3567021011488085,15407021574586368
10,15,1,9,12,7207021011488085,15407021574586368
10,15,1,9,13,11407021011488085,15407021574586368
10,15,1,9,14,14407021011488085,15407021574586368
10,15,1,9,15,15407021011488085,15407021574586368
10,15,1,10,1,34689,15407021574586368
10,15,1,10,2,26379189,15407021574586368
10,15,1,10,3,1884144189,15407021574586368
10,15,1,10,4,29825694189,15407021574586368
10,15,1,10,5,337332894189,15407021574586368
10,15,1,10,6,2899892894189,15407021574586368
10,15,1,10,7,19373492894189,15407021574586368
10,15,1,10,8,101741492894189,15407021574586368
10,15,1,10,9,422061492894189,15407021574586368
10,15,1,10,10,1383021492894189,15407021574586368
10,15,1,10,11,3567021492894189,15407021574586368
10,15,1,10,12,7207021492894189,15407021574586368
10,15,1,10,13,11407021492894189,15407021574586368
10,15,1,10,14,14407021492894189,15407021574586368
10,15,1,10,15,15407021492894189,15407021574586368
10,15,1,11,1,35441,15407021574586368
10,15,1,11,2,26631941,15407021574586368
10,15,1,11,3,1889856941,15407021574586368
10,15,1,11,4,29845056941,15407021574586368
10,15,1,11,5,337352256941,15407021574586368
10,15,1,11,6,2899912256941,15407021574586368
10,15,1,11,7,19373512256941,15407021574586368
10,15,1,11,8,101741512256941,15407021574586368
10,15,1,11,9,422061512256941,15407021574586368
10,15,1,11,10,1383021512256941,15407021574586368
10,15,1,11,11,3567021512256941,15407021574586368
10,15,1,11,12,7207021512256941,15407021574586368
10,15,1,11,13,11407021512256941,15407021574586368
10,15,1,11,14,14407021512256941,15407021574586368
10,15,1,11,15,15407021512256941,15407021574586368
10,15,1,12,1,35590,15407021574586368
10,15,1,12,2,26674090,15407021574586368
10,15,1,12,3,1890354090,15407021574586368
10,15,1,12,4,29845554090,15407021574586368
10,15,1,12,5,337352754090,15407021574586368
10,15,1,12,6,2899912754090,15407021574586368
10,15,1,12,7,19373512754090,15407021574586368
10,15,1,12,8,101741512754090,15407021574586368
10,15,1,12,9,422061512754090,15407021574586368
10,15,1,12,10,1383021512754090,15407021574586368
10,15,1,12,11,3567021512754090,15407021574586368
10,15,1,12,12,7207021512754090,15407021574586368
10,15,1,12,13,11407021512754090,15407021574586368
10,15,1,12,14,14407021512754090,15407021574586368
10,15,1,12,15,15407021512754090,15407021574586368
10,15,1,13,1,35586,15407021574586368
10,15,1,13,2,26684586,15407021574586368
10,15,1,13,3,1890364586,15407021574586368
10,15,1,13,4,29845564586,15407021574586368
10,15,1,13,5,337352764586,15407021574586368
10,15,1,13,6,2899912764586,15407021574586368
10,15,1,13,7,19373512764586,15407021574586368
10,15,1,13,8,101741512764586,15407021574586368
10,15,1,13,9,422061512764586,15407021574586368
10,15,1,13,10,1383021512764586,15407021574586368
10,15,1,13,11,3567021512764586,15407021574586368
10,15,1,13,12,7207021512764586,15407021574586368
10,15,1,13,13,11407021512764586,15407021574586368
10,15,1,13,14,14407021512764586,15407021574586368
10,15,1,13,15,15407021512764586,15407021574586368
10,15,1,14,1,35737,15407021574586368
10,15,1,14,2,26684737,15407021574586368
10,15,1,14,3,1890364737,15407021574586368
10,15,1,14,4,29845564737,15407021574586368
10,15,1,14,5,337352764737,15407021574586368
10,15,1,14,6,2899912764737,15407021574586368
10,15,1,14,7,19373512764737,15407021574586368
10,15,1,14,8,101741512764737,15407021574586368
10,15,1,14,9,422061512764737,15407021574586368
10,15,1,14,10,1383021512764737,15407021574586368
10,15,1,14,11,3567021512764737,15407021574586368
10,15,1,14,12,7207021512764737,15407021574586368
10,15,1,14,13,11407021512764737,15407021574586368
10,15,1,14,14,14407021512764737,15407021574586368
10,15,1,14,15,15407021512764737,15407021574586368
10,15,1,15,1,35738,15407021574586368
10,15,1,15,2,26684738,15407021574586368
10,15,1,15,3,1890364738,15407021574586368
10,15,1,15,4,29845564738,15407021574586368
10,15,1,15,5,337352764738,15407021574586368
10,15,1,15,6,2899912764738,15407021574586368
10,15,1,15,7,19373512764738,15407021574586368
10,15,1,15,8,101741512764738,15407021574586368
10,15,1,15,9,422061512764738,15407021574586368
10,15,1,15,10,1383021512764738,15407021574586368
10,15,1,15,11,3567021512764738,15407021574586368
10,15,1,15,12,7207021512764738,15407021574586368
10,15,1,15,13,11407021512764738,15407021574586368
10,15,1,15,14,14407021512764738,15407021574586368
10,15,1,15,15,15407021512764738,15407021574586368